train_losses,val_losses,train_accuracies,val_accuracies
0.7544320009131551,0.6861963377279394,46.67651403249631,40.0
0.7354290370046652,0.6900451330577626,47.11964549483013,42.94117647058823
0.7190755846933565,0.7238863405059366,50.81240768094535,39.411764705882355
0.7185176218277947,0.7117823299239664,48.44903988183161,42.94117647058823
0.71548238031269,0.7121252712081461,51.55096011816839,40.0
0.7090286598423912,0.7126187128179213,49.926144756277694,45.294117647058826
0.7025682956112365,0.7057774543762207,49.039881831610046,42.94117647058823
0.7007103199620719,0.7167150623658124,50.369276218611525,43.529411764705884
0.6985166544752248,0.7088683198480045,52.88035450516987,45.88235294117647
0.7021393279381305,0.7050702249302584,51.10782865583457,47.05882352941177
0.6987584152725281,0.71792653167949,50.664697193500736,46.470588235294116
0.7029032226503336,0.7247632664792678,51.994091580502214,40.588235294117645
0.7095607128241918,0.7143843230079202,49.77843426883309,45.88235294117647
0.6975525665142336,0.7094120130819432,51.994091580502214,44.705882352941174
0.7062509214860474,0.7191631583606496,49.039881831610046,47.64705882352941
0.6803406525397758,0.7077420956948224,52.732644017725256,47.05882352941177
0.687331558770584,0.7165175437927246,52.43722304283604,45.294117647058826
0.7071278299503524,0.711839741117814,50.22156573116691,45.294117647058826
0.6858528128754969,0.7151354824795443,53.32348596750369,44.705882352941174
0.6734473036170182,0.7215585827827453,55.98227474150665,47.05882352941177
0.6844767870895971,0.7121034552069271,53.32348596750369,44.705882352941174
0.6979321319736441,0.7272253786816316,50.51698670605613,41.1764705882353
0.6698738701058279,0.7129982296158286,54.35745937961595,47.05882352941177
0.6888714937198813,0.7070444289375754,52.88035450516987,45.88235294117647
0.6823852043736457,0.721601359984454,52.732644017725256,46.470588235294116
0.6864135250383149,0.7207829847055323,51.994091580502214,43.529411764705884
0.6998799581471363,0.721029873455272,51.25553914327917,45.88235294117647
0.6847899913611757,0.7098495995297152,52.58493353028065,47.05882352941177
0.6832486671042055,0.7297535482574912,51.10782865583457,45.88235294117647
0.6887617421114991,0.7157845476094414,53.32348596750369,46.470588235294116
0.6906654736139926,0.7228595537297866,52.88035450516987,47.64705882352941
0.6764968583467615,0.7116979002952576,54.20974889217134,47.64705882352941
0.6698488901249591,0.71773380391738,55.53914327917282,44.11764705882353
0.6737700846029702,0.7118873540092917,53.4711964549483,46.470588235294116
0.664858682557082,0.708937034887426,55.68685376661743,46.470588235294116
0.6722628395877878,0.7133362805142122,55.2437223042836,49.411764705882355
0.680528144628646,0.7115321524002973,53.32348596750369,48.23529411764706
0.6704481068002597,0.7165832715875963,54.94830132939439,45.294117647058826
0.6719050501614942,0.7203614192850449,53.4711964549483,44.705882352941174
0.6813067891573096,0.7075002494980307,52.732644017725256,48.23529411764706
0.6758731099139993,0.7157621215371525,56.129985228951256,48.8235294117647
0.6766146822905434,0.7218299963895012,55.2437223042836,48.23529411764706
0.6783005171723697,0.719358107622932,53.32348596750369,46.470588235294116
0.6590992998513372,0.7187540629330803,57.75480059084195,49.411764705882355
0.6638607006393472,0.7187593319836785,54.94830132939439,49.411764705882355
0.6686985239144442,0.7240887172081891,53.91432791728213,47.64705882352941
0.6718031985897082,0.7113072416361641,56.57311669128508,48.23529411764706
0.6734251736538097,0.7229945007492514,55.53914327917282,47.64705882352941
0.6841543612663291,0.7223450457348543,54.062038404726735,46.470588235294116
0.6693985034303087,0.7251206447096432,55.98227474150665,48.8235294117647
0.6694274139721249,0.7270341389319476,55.391432791728214,47.05882352941177
0.673409048352319,0.7235403264270109,54.94830132939439,48.8235294117647
0.6617114778987766,0.7233535612330717,54.80059084194978,48.8235294117647
0.6781828529373406,0.7369084638707778,52.28951255539143,43.529411764705884
0.659419940088489,0.7301388235653148,57.90251107828656,47.64705882352941
0.666224104967216,0.7266384994282442,54.50516986706056,46.470588235294116
0.6595936083018867,0.7208917470539318,55.83456425406204,48.8235294117647
0.6599453283553638,0.7362821796361138,56.8685376661743,47.64705882352941
0.6533418517873417,0.7337982409140643,56.425406203840474,48.23529411764706
0.6466797419013441,0.7307636345134062,57.459379615952734,48.8235294117647
0.6648115052606366,0.7260640018126544,55.68685376661743,48.23529411764706
0.6659380483662536,0.7203769452431623,57.31166912850812,47.64705882352941
0.6535015722497352,0.7155878193238202,57.0162481536189,48.23529411764706
0.6548178453917342,0.7350037301287932,56.425406203840474,47.05882352941177
0.6597889617767785,0.732869578109068,57.31166912850812,46.470588235294116
0.6556098050873952,0.73378727646435,57.90251107828656,47.64705882352941
0.665594880478773,0.7373275279998779,56.27769571639586,44.705882352941174
0.6489186079146415,0.7316018153639401,57.60709010339734,47.05882352941177
0.6529344539522597,0.7426147453925189,58.197932053175776,44.11764705882353
0.6367610286222427,0.7436622465358061,59.527326440177255,45.88235294117647
0.6626290244048948,0.7335059740964104,57.75480059084195,47.05882352941177
